time,device,vmCount,ramUsed,ramTotal,ramUtilPercent,cpuUtilPercent,energyConsumed,anomaly_score,anomaly,is_anomaly
900,cam-2,2,800,1000,80.0,20.55,0.001,0.195495617500125,1,False
900,soil-sensor-node,2,400,512,78.13,4.15,0.001,0.08617939647952488,1,False
900,signal-monitor,2,600,1024,58.59,2.85,0.001,0.11601891342024351,1,False
900,irrigation-controller,2,300,2048,14.65,8.99,0.001,0.010489549880239202,1,False
900,cloud,4,2000,40000,5.0,29.48,0.001,0.08322957031322065,1,False
900,fog-0,4,3500,4000,87.5,51.01,0.001,0.09016698310421678,1,False
900,cam-1,2,800,1000,80.0,25.54,0.001,0.19057074318622763,1,False
900,cam-2,2,800,1000,80.0,21.05,0.001,0.1978880309507156,1,False
900,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
900,signal-monitor,2,600,1024,58.59,0.5,0.001,0.1169441145910819,1,False
900,irrigation-controller,2,300,2048,14.65,0.06,0.001,0.09428673993755432,1,False
900,cloud,4,2000,40000,5.0,25.23,0.001,0.10340100467649915,1,False
900,fog-0,4,3500,4000,87.5,55.05,0.001,0.07507018548332878,1,False
900,cam-1,2,800,1000,80.0,25.26,0.001,0.19135234207250745,1,False
900,cam-2,2,800,1000,80.0,19.81,0.001,0.19673502502185541,1,False
900,soil-sensor-node,2,400,512,78.13,3.46,0.001,0.09529425624450161,1,False
900,signal-monitor,2,600,1024,58.59,3.34,0.001,0.10866428330158973,1,False
900,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
900,cloud,4,2000,40000,5.0,32.47,0.001,0.06201207990664337,1,False
900,fog-0,4,3500,4000,87.5,48.54,0.001,0.11386980648468598,1,False
900,cam-1,2,800,1000,80.0,23.4,0.001,0.19794144939293112,1,False
900,cam-2,2,800,1000,80.0,27.27,0.001,0.17578719585136732,1,False
900,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
900,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
900,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
900,cloud,4,2000,40000,5.0,22.1,0.001,0.06789081896147398,1,False
900,fog-0,4,3500,4000,87.5,45.66,0.001,0.06812616781182168,1,False
900,cam-1,2,800,1000,80.0,15.63,0.001,0.15868768068835926,1,False
900,cam-2,2,800,1000,80.0,25.22,0.001,0.19163718304227684,1,False
900,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
900,signal-monitor,2,600,1024,58.59,11.62,0.001,0.014338192333308464,1,False
900,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
900,cloud,4,2000,40000,5.0,21.45,0.001,0.07000306575593251,1,False
900,fog-0,4,3500,4000,87.5,48.48,0.001,0.11268033269991767,1,False
900,cam-1,2,800,1000,80.0,12.86,0.001,0.13726417630562754,1,False
900,cam-2,2,800,1000,80.0,20.02,0.001,0.19662952372365805,1,False
900,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
900,signal-monitor,2,600,1024,58.59,2.89,0.001,0.11556330325464148,1,False
900,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
910,cloud,4,2000,40000,5.0,26.08,0.001,0.1024100483374698,1,False
910,fog-0,4,3500,4000,87.5,49.06,0.001,0.11625030124335739,1,False
910,cam-1,2,800,1000,80.0,18.98,0.001,0.19447386078844792,1,False
910,cam-2,2,800,1000,80.0,28.66,0.001,0.14814590291310892,1,False
910,soil-sensor-node,2,400,512,78.13,6.84,0.001,0.039994102972307655,1,False
910,signal-monitor,2,600,1024,58.59,41.23,0.001,-0.05208387862588848,-1,True
910,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1000,cloud,4,2000,40000,5.0,28.86,0.001,0.09175253865050792,1,False
1000,fog-0,4,3500,4000,87.5,49.37,0.001,0.11021725169878382,1,False
1000,cam-1,2,800,1000,80.0,21.95,0.001,0.19873269133049865,1,False
1000,cam-2,2,800,1000,80.0,23.83,0.001,0.20177263879784535,1,False
1000,soil-sensor-node,2,400,512,78.13,5.38,0.001,0.06554918953328503,1,False
1000,signal-monitor,2,600,1024,58.59,0.01,0.001,0.16193087667251116,1,False
1000,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1000,cloud,4,2000,40000,5.0,25.97,0.001,0.10285325187869887,1,False
1000,fog-0,4,3500,4000,87.5,53.93,0.001,0.0906130734530537,1,False
1000,cam-1,2,800,1000,80.0,20.22,0.001,0.19655169678130485,1,False
1000,cam-2,2,800,1000,80.0,24.66,0.001,0.1999946787558065,1,False
1000,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1000,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1000,irrigation-controller,2,300,2048,14.65,11.47,0.001,-0.02560429375372708,-1,True
1000,cloud,4,2000,40000,5.0,21.62,0.001,0.06697143871834854,1,False
1000,fog-0,4,3500,4000,87.5,43.06,0.001,0.04030909546072525,1,False
1000,cam-1,2,800,1000,80.0,25.09,0.001,0.19276879877952585,1,False
1000,cam-2,2,800,1000,80.0,26.85,0.001,0.1789599630665038,1,False
1000,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1000,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1000,irrigation-controller,2,300,2048,14.65,8.94,0.001,0.010489549880239202,1,False
1000,cloud,4,2000,40000,5.0,31.35,0.001,0.056907595537682876,1,False
1000,fog-0,4,3500,4000,87.5,48.65,0.001,0.11315802413223891,1,False
1000,cam-1,2,800,1000,80.0,22.47,0.001,0.20460688155020468,1,False
1000,cam-2,2,800,1000,80.0,15.76,0.001,0.16007812738300164,1,False
1000,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1000,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1000,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1000,cloud,4,2000,40000,5.0,28.62,0.001,0.09884757399846267,1,False
1000,fog-0,4,3500,4000,87.5,52.42,0.001,0.08835993754703109,1,False
1000,cam-1,2,800,1000,80.0,22.32,0.001,0.20257518447925987,1,False
1000,cam-2,2,800,1000,80.0,17.18,0.001,0.1718409350038545,1,False
1000,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1000,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1000,irrigation-controller,2,300,2048,14.65,5.43,0.001,0.06679670308380004,1,False
1000,cloud,4,2000,40000,5.0,26.74,0.001,0.09997962864714316,1,False
1000,fog-0,4,3500,4000,87.5,44.85,0.001,0.05988124140556361,1,False
1000,cam-1,2,800,1000,80.0,18.17,0.001,0.19237736871493355,1,False
1000,cam-2,2,800,1000,80.0,19.06,0.001,0.19471261433069187,1,False
1000,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1000,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1000,irrigation-controller,2,300,2048,14.65,5.94,0.001,0.06222035485191946,1,False
1000,cloud,4,2000,40000,5.0,33.56,0.001,0.050267479317274155,1,False
1000,fog-0,4,3500,4000,87.5,47.43,0.001,0.09280257983839935,1,False
1000,cam-1,2,800,1000,80.0,20.95,0.001,0.19561181254026933,1,False
1000,cam-2,2,800,1000,80.0,21.24,0.001,0.1983546733819756,1,False
1000,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1000,signal-monitor,2,600,1024,58.59,9.68,0.001,0.03027311736881,1,False
1000,irrigation-controller,2,300,2048,14.65,1.93,0.001,0.051074705737147896,1,False
1000,cloud,4,2000,40000,5.0,21.85,0.001,0.06875814512411271,1,False
1000,fog-0,4,3500,4000,87.5,45.02,0.001,0.06036404089717262,1,False
1000,cam-1,2,800,1000,80.0,24.54,0.001,0.2007310307827782,1,False
1000,cam-2,2,800,1000,80.0,22.49,0.001,0.20552400499452206,1,False
1000,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1000,signal-monitor,2,600,1024,58.59,2.42,0.001,0.12104829385011295,1,False
1000,irrigation-controller,2,300,2048,14.65,6.4,0.001,0.059607071411647894,1,False
1000,cloud,4,2000,40000,5.0,21.92,0.001,0.0693627052163458,1,False
1000,fog-0,4,3500,4000,87.5,47.34,0.001,0.0883919238330857,1,False
1000,cam-1,2,800,1000,80.0,18.63,0.001,0.19408251836373724,1,False
1000,cam-2,2,800,1000,80.0,22.06,0.001,0.20112242741912362,1,False
1000,soil-sensor-node,2,400,512,78.13,1.43,0.001,0.11141200370887216,1,False
1000,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1000,irrigation-controller,2,300,2048,14.65,4.72,0.001,0.06323144323647667,1,False
1000,cloud,4,2000,40000,5.0,28.56,0.001,0.1007033944817598,1,False
1000,fog-0,4,3500,4000,87.5,52.65,0.001,0.08908402983843056,1,False
1000,cam-1,2,800,1000,80.0,16.93,0.001,0.17217121986404144,1,False
1000,cam-2,2,800,1000,80.0,22.86,0.001,0.19897362099893218,1,False
1000,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1000,signal-monitor,2,600,1024,58.59,5.69,0.001,0.08599445011251161,1,False
1000,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1010,cloud,4,2000,40000,5.0,34.86,0.001,0.028247820834145343,1,False
1010,fog-0,4,3500,4000,87.5,50.18,0.001,0.1097034109815409,1,False
1010,cam-1,2,800,1000,80.0,17.72,0.001,0.1858360903470836,1,False
1010,cam-2,2,800,1000,80.0,18.3,0.001,0.1944136983712032,1,False
1010,soil-sensor-node,2,400,512,78.13,4.86,0.001,0.07447943017718639,1,False
1010,signal-monitor,2,600,1024,58.59,9.5,0.001,0.03257365241476329,1,False
1010,irrigation-controller,2,300,2048,14.65,4.45,0.001,0.06425073033588358,1,False
1100,cloud,4,2000,40000,5.0,27.09,0.001,0.10056001246883639,1,False
1100,fog-0,4,3500,4000,87.5,41.92,0.001,0.011142371222401581,1,False
1100,cam-1,2,800,1000,80.0,25.75,0.001,0.1899993437894691,1,False
1100,cam-2,2,800,1000,80.0,18.44,0.001,0.19412493520027146,1,False
1100,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1100,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1100,irrigation-controller,2,300,2048,14.65,1.62,0.001,0.048801879044792607,1,False
1100,cloud,4,2000,40000,5.0,28.25,0.001,0.10144315620768618,1,False
1100,fog-0,4,3500,4000,87.5,57.16,0.001,0.04465441156949446,1,False
1100,cam-1,2,800,1000,80.0,22.96,0.001,0.19788101004694258,1,False
1100,cam-2,2,800,1000,80.0,27.85,0.001,0.16436680404746273,1,False
1100,soil-sensor-node,2,400,512,78.13,1.3,0.001,0.10746021143697793,1,False
1100,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1100,irrigation-controller,2,300,2048,14.65,4.14,0.001,0.06290616762635648,1,False
1100,cloud,4,2000,40000,5.0,22.77,0.001,0.07552954918309451,1,False
1100,fog-0,4,3500,4000,87.5,47.27,0.001,0.0887464028520979,1,False
1100,cam-1,2,800,1000,80.0,21.28,0.001,0.20170774992458135,1,False
1100,cam-2,2,800,1000,80.0,14.4,0.001,0.15082430265184316,1,False
1100,soil-sensor-node,2,400,512,78.13,7.01,0.001,0.035771054511498424,1,False
1100,signal-monitor,2,600,1024,58.59,0.67,0.001,0.11337860254425353,1,False
1100,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1100,cloud,4,2000,40000,5.0,18.04,0.001,0.025257861648542712,1,False
1100,fog-0,4,3500,4000,87.5,52.29,0.001,0.08913825244934626,1,False
1100,cam-1,2,800,1000,80.0,24.58,0.001,0.19999303686113357,1,False
1100,cam-2,2,800,1000,80.0,21.5,0.001,0.20088909983235453,1,False
1100,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1100,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1100,irrigation-controller,2,300,2048,14.65,0.8,0.001,0.05025067899837121,1,False
1100,cloud,4,2000,40000,5.0,21.15,0.001,0.06781636075928399,1,False
1100,fog-0,4,3500,4000,87.5,42.34,0.001,0.01770056762635963,1,False
1100,cam-1,2,800,1000,80.0,18.95,0.001,0.19423292148669652,1,False
1100,cam-2,2,800,1000,80.0,13.07,0.001,0.13987914065328227,1,False
1100,soil-sensor-node,2,400,512,78.13,3.0,0.001,0.09607873478638451,1,False
1100,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1100,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1100,cloud,4,2000,40000,5.0,28.25,0.001,0.10144315620768618,1,False
1100,fog-0,4,3500,4000,87.5,54.15,0.001,0.09197162644348622,1,False
1100,cam-1,2,800,1000,80.0,23.22,0.001,0.1952548502162803,1,False
1100,cam-2,2,800,1000,80.0,18.77,0.001,0.19112985470711846,1,False
1100,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1100,signal-monitor,2,600,1024,58.59,3.09,0.001,0.11305287186653845,1,False
1100,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1100,cloud,4,2000,40000,5.0,30.07,0.001,0.07197837946744212,1,False
1100,fog-0,4,3500,4000,87.5,50.07,0.001,0.10884769998796906,1,False
1100,cam-1,2,800,1000,80.0,24.08,0.001,0.20089463108054056,1,False
1100,cam-2,2,800,1000,80.0,6.18,0.001,0.05247314640490153,1,False
1100,soil-sensor-node,2,400,512,78.13,0.04,0.001,0.16288495939484327,1,False
1100,signal-monitor,2,600,1024,58.59,2.44,0.001,0.12071567724357157,1,False
1100,irrigation-controller,2,300,2048,14.65,8.58,0.001,0.01912516814391374,1,False
1100,cloud,4,2000,40000,5.0,27.14,0.001,0.09916445237098126,1,False
1100,fog-0,4,3500,4000,87.5,54.19,0.001,0.09089318444046335,1,False
1100,cam-1,2,800,1000,80.0,17.73,0.001,0.18838858752397264,1,False
1100,cam-2,2,800,1000,80.0,24.77,0.001,0.1972598615945999,1,False
1100,soil-sensor-node,2,400,512,78.13,2.0,0.001,0.10161573743579577,1,False
1100,signal-monitor,2,600,1024,58.59,2.83,0.001,0.11601891342024351,1,False
1100,irrigation-controller,2,300,2048,14.65,4.71,0.001,0.06292801459663555,1,False
1100,cloud,4,2000,40000,5.0,21.8,0.001,0.06697037126115701,1,False
1100,fog-0,4,3500,4000,87.5,48.4,0.001,0.11003911182858561,1,False
1100,cam-1,2,800,1000,80.0,31.51,0.001,0.10183106433098688,1,False
1100,cam-2,2,800,1000,80.0,26.9,0.001,0.17925318571453575,1,False
1100,soil-sensor-node,2,400,512,78.13,0.2,0.001,0.12980591424524207,1,False
1100,signal-monitor,2,600,1024,58.59,1.79,0.001,0.11118204664514131,1,False
1100,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1100,cloud,4,2000,40000,5.0,27.83,0.001,0.10040422347762135,1,False
1100,fog-0,4,3500,4000,87.5,54.06,0.001,0.09368097544364873,1,False
1100,cam-1,2,800,1000,80.0,26.13,0.001,0.1882851440925567,1,False
1100,cam-2,2,800,1000,80.0,17.85,0.001,0.19177272544247742,1,False
1100,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1100,signal-monitor,2,600,1024,58.59,2.14,0.001,0.11627927557263024,1,False
1100,irrigation-controller,2,300,2048,14.65,5.78,0.001,0.06638694237983633,1,False
1100,cloud,4,2000,40000,5.0,27.33,0.001,0.09858365582250195,1,False
1100,fog-0,4,3500,4000,87.5,52.91,0.001,0.08576418475574943,1,False
1100,cam-1,2,800,1000,80.0,13.38,0.001,0.14329591945647213,1,False
1100,cam-2,2,800,1000,80.0,24.04,0.001,0.20086253185980235,1,False
1100,soil-sensor-node,2,400,512,78.13,3.68,0.001,0.08999847644686287,1,False
1100,signal-monitor,2,600,1024,58.59,9.07,0.001,0.038677835340482414,1,False
1100,irrigation-controller,2,300,2048,14.65,10.62,0.001,-0.013967715128443081,-1,True
1110,cloud,4,2000,40000,5.0,30.06,0.001,0.07197837946744212,1,False
1110,fog-0,4,3500,4000,87.5,47.88,0.001,0.09928746327763249,1,False
1110,cam-1,2,800,1000,80.0,17.92,0.001,0.19374803111445565,1,False
1110,cam-2,2,800,1000,80.0,19.52,0.001,0.19433622436741033,1,False
1110,soil-sensor-node,2,400,512,78.13,5.01,0.001,0.07062354403840809,1,False
1110,signal-monitor,2,600,1024,58.59,9.04,0.001,0.038677835340482414,1,False
1110,irrigation-controller,2,300,2048,14.65,0.24,0.001,0.07097742870250456,1,False
1200,cloud,4,2000,40000,5.0,25.53,0.001,0.09961678650486894,1,False
1200,fog-0,4,3500,4000,87.5,55.2,0.001,0.07654308299962898,1,False
1200,cam-1,2,800,1000,80.0,19.83,0.001,0.19673502502185541,1,False
1200,cam-2,2,800,1000,80.0,20.75,0.001,0.1960173738965313,1,False
1200,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1200,signal-monitor,2,600,1024,58.59,7.21,0.001,0.05916749956356737,1,False
1200,irrigation-controller,2,300,2048,14.65,5.66,0.001,0.06670152770940174,1,False
1200,cloud,4,2000,40000,5.0,14.33,0.001,-0.03365771257651895,-1,True
1200,fog-0,4,3500,4000,87.5,5.42,0.001,-0.11205297738711406,-1,True
1200,cam-1,2,800,1000,80.0,26.67,0.001,0.18105933721335804,1,False
1200,cam-2,2,800,1000,80.0,16.7,0.001,0.17251609403063123,1,False
1200,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1200,signal-monitor,2,600,1024,58.59,1.17,0.001,0.10870576493850925,1,False
1200,irrigation-controller,2,300,2048,14.65,5.43,0.001,0.06679670308380004,1,False
1200,cloud,4,2000,40000,5.0,25.78,0.001,0.10189665138801851,1,False
1200,fog-0,4,3500,4000,87.5,57.8,0.001,0.03171543879445038,1,False
1200,cam-1,2,800,1000,80.0,14.67,0.001,0.15447075455394538,1,False
1200,cam-2,2,800,1000,80.0,15.5,0.001,0.1592591923074742,1,False
1200,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1200,signal-monitor,2,600,1024,58.59,2.22,0.001,0.11821122387902688,1,False
1200,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1200,cloud,4,2000,40000,5.0,24.74,0.001,0.10166257688534697,1,False
1200,fog-0,4,3500,4000,87.5,46.98,0.001,0.086456619494932,1,False
1200,cam-1,2,800,1000,80.0,25.93,0.001,0.18815209368988722,1,False
1200,cam-2,2,800,1000,80.0,21.83,0.001,0.20187111884333092,1,False
1200,soil-sensor-node,2,400,512,78.13,6.85,0.001,0.039994102972307655,1,False
1200,signal-monitor,2,600,1024,58.59,1.31,0.001,0.10485215605560516,1,False
1200,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1200,cloud,4,2000,40000,5.0,27.35,0.001,0.09858365582250195,1,False
1200,fog-0,4,3500,4000,87.5,49.13,0.001,0.11367708845725571,1,False
1200,cam-1,2,800,1000,80.0,19.12,0.001,0.19536986119182798,1,False
1200,cam-2,2,800,1000,80.0,22.36,0.001,0.20332607518979423,1,False
1200,soil-sensor-node,2,400,512,78.13,3.97,0.001,0.08563546828684265,1,False
1200,signal-monitor,2,600,1024,58.59,5.19,0.001,0.0845865804374577,1,False
1200,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1200,cloud,4,2000,40000,5.0,28.79,0.001,0.09397641525712541,1,False
1200,fog-0,4,3500,4000,87.5,44.02,0.001,0.05062573837209017,1,False
1200,cam-1,2,800,1000,80.0,24.55,0.001,0.2007310307827782,1,False
1200,cam-2,2,800,1000,80.0,21.36,0.001,0.20307018602942262,1,False
1200,soil-sensor-node,2,400,512,78.13,7.83,0.001,0.014513903160144892,1,False
1200,signal-monitor,2,600,1024,58.59,0.61,0.001,0.11792109109138665,1,False
1200,irrigation-controller,2,300,2048,14.65,3.01,0.001,0.06108026925904886,1,False
1200,cloud,4,2000,40000,5.0,24.38,0.001,0.09366420439275658,1,False
1200,fog-0,4,3500,4000,87.5,44.03,0.001,0.05062573837209017,1,False
1200,cam-1,2,800,1000,80.0,17.49,0.001,0.18120177939722754,1,False
1200,cam-2,2,800,1000,80.0,21.06,0.001,0.19851650271245286,1,False
1200,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1200,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1200,irrigation-controller,2,300,2048,14.65,3.75,0.001,0.05960533696911097,1,False
1200,cloud,4,2000,40000,5.0,24.01,0.001,0.08629324605740518,1,False
1200,fog-0,4,3500,4000,87.5,53.83,0.001,0.08702697234413448,1,False
1200,cam-1,2,800,1000,80.0,20.76,0.001,0.1960173738965313,1,False
1200,cam-2,2,800,1000,80.0,22.57,0.001,0.20419407558949354,1,False
1200,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1200,signal-monitor,2,600,1024,58.59,1.85,0.001,0.11305682314833904,1,False
1200,irrigation-controller,2,300,2048,14.65,2.21,0.001,0.05740711588193448,1,False
1200,cloud,4,2000,40000,5.0,24.84,0.001,0.10456566981700699,1,False
1200,fog-0,4,3500,4000,87.5,50.21,0.001,0.10936311598525061,1,False
1200,cam-1,2,800,1000,80.0,21.24,0.001,0.1983546733819756,1,False
1200,cam-2,2,800,1000,80.0,29.63,0.001,0.1328608762209561,1,False
1200,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1200,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1200,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1200,cloud,4,2000,40000,5.0,31.48,0.001,0.058034154277640804,1,False
1200,fog-0,4,3500,4000,87.5,58.97,0.001,0.01117148488407127,1,False
1200,cam-1,2,800,1000,80.0,21.36,0.001,0.20307018602942262,1,False
1200,cam-2,2,800,1000,80.0,15.47,0.001,0.15956573971921334,1,False
1200,soil-sensor-node,2,400,512,78.13,2.41,0.001,0.09562430729135252,1,False
1200,signal-monitor,2,600,1024,58.59,3.24,0.001,0.10798205592124,1,False
1200,irrigation-controller,2,300,2048,14.65,2.61,0.001,0.05851286158313873,1,False
1200,cloud,4,2000,40000,5.0,12.77,0.001,-0.042140836091688616,-1,True
1200,fog-0,4,3500,4000,87.5,53.21,0.001,0.08964984652245533,1,False
1200,cam-1,2,800,1000,80.0,24.19,0.001,0.1988759839540304,1,False
1200,cam-2,2,800,1000,80.0,25.07,0.001,0.1945921046607273,1,False
1200,soil-sensor-node,2,400,512,78.13,2.09,0.001,0.09818993665861975,1,False
1200,signal-monitor,2,600,1024,58.59,5.95,0.001,0.08190200039858941,1,False
1200,irrigation-controller,2,300,2048,14.65,1.87,0.001,0.05195857599755627,1,False
1200,cloud,4,2000,40000,5.0,20.07,0.001,0.0676601720776514,1,False
1200,fog-0,4,3500,4000,87.5,59.84,0.001,-0.007642265318058006,-1,True
1200,cam-1,2,800,1000,80.0,26.92,0.001,0.17925318571453575,1,False
1200,cam-2,2,800,1000,80.0,18.94,0.001,0.19423292148669652,1,False
1200,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1200,signal-monitor,2,600,1024,58.59,3.78,0.001,0.1022959152152717,1,False
1200,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1210,cloud,4,2000,40000,5.0,29.62,0.001,0.07978677838163206,1,False
1210,fog-0,4,3500,4000,87.5,57.29,0.001,0.03890459400613944,1,False
1210,cam-1,2,800,1000,80.0,27.47,0.001,0.17390536193350992,1,False
1210,cam-2,2,800,1000,80.0,27.08,0.001,0.1784265103727271,1,False
1210,soil-sensor-node,2,400,512,78.13,0.0,0.001,0.1826863442513174,1,False
1210,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1210,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1300,cloud,4,2000,40000,5.0,32.93,0.001,0.056639439859835994,1,False
1300,fog-0,4,3500,4000,87.5,47.41,0.001,0.09009150984077197,1,False
1300,cam-1,2,800,1000,80.0,25.53,0.001,0.19057074318622763,1,False
1300,cam-2,2,800,1000,80.0,27.39,0.001,0.17451692844896066,1,False
1300,soil-sensor-node,2,400,512,78.13,5.14,0.001,0.07115656579042651,1,False
1300,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1300,irrigation-controller,2,300,2048,14.65,0.0,0.001,0.15670074585459698,1,False
1300,cloud,4,2000,40000,5.0,24.75,0.001,0.10305134544669403,1,False
1300,fog-0,4,3500,4000,87.5,52.59,0.001,0.08761306541400049,1,False
1300,cam-1,2,800,1000,80.0,20.72,0.001,0.195495617500125,1,False
1300,cam-2,2,800,1000,80.0,29.75,0.001,0.12970466663512387,1,False
1300,soil-sensor-node,2,400,512,78.13,1.08,0.001,0.10600291868195622,1,False
1300,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1300,irrigation-controller,2,300,2048,14.65,4.78,0.001,0.06354784630000054,1,False
1300,cloud,4,2000,40000,5.0,28.06,0.001,0.10208672174517974,1,False
1300,fog-0,4,3500,4000,87.5,56.3,0.001,0.06329842197302049,1,False
1300,cam-1,2,800,1000,80.0,24.06,0.001,0.20086253185980235,1,False
1300,cam-2,2,800,1000,80.0,19.34,0.001,0.1956873637567928,1,False
1300,soil-sensor-node,2,400,512,78.13,1.14,0.001,0.10385744162476573,1,False
1300,signal-monitor,2,600,1024,58.59,0.0,0.001,0.18541463418876158,1,False
1300,irrigation-controller,2,300,2048,14.65,2.09,0.001,0.053072841534745785,1,False
1300,cloud,4,2000,40000,5.0,32.78,0.001,0.05851667402461569,1,False
1300,fog-0,4,3500,4000,87.5,44.68,0.001,0.056542491472225676,1,False
1300,cam-1,2,800,1000,80.0,21.77,0.001,0.20220022225806378,1,False
1300,cam-2,2,800,1000,80.0,23.45,0.001,0.199972453614278,1,False
1300,soil-sensor-node,2,400,512,78.13,1.32,0.001,0.11015756258983778,1,False
1300,signal-monitor,2,600,1024,58.59,4.57,0.001,0.09531486400079137,1,False
1300,irrigation-controller,2,300,2048,14.65,0.08,0.001,0.08518898004849784,1,False
1300,cloud,4,2000,40000,5.0,22.07,0.001,0.06752222456521151,1,False
1300,fog-0,4,3500,4000,87.5,48.86,0.001,0.11423192577483149,1,False
1300,cam-1,2,800,1000,80.0,20.84,0.001,0.19562117067395757,1,False
1300,cam-2,2,800,1000,80.0,23.49,0.001,0.2002514643071091,1,False
1300,soil-sensor-node,2,400,512,78.13,5.68,0.001,0.061955466705146844,1,False
1300,signal-monitor,2,600,1024,58.59,6.47,0.001,0.07677733222963035,1,False
1300,irrigation-controller,2,300,2048,14.65,8.75,0.001,0.013393911350419119,1,False
1300,cloud,4,2000,40000,5.0,23.44,0.001,0.08058166229309782,1,False
1300,fog-0,4,3500,4000,87.5,44.01,0.001,0.051464254546399246,1,False
1300,cam-1,2,800,1000,80.0,12.22,0.001,0.12999089430417426,1,False
1300,cam-2,2,800,1000,80.0,18.36,0.001,0.19205178480983798,1,False
1300,soil-sensor-node,2,400,512,78.13,4.54,0.001,0.08045387257201297,1,False
